City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Lashio,MM,2021-10-23 17:25:29,22.9333,97.75,63.64,99,40,0.6
274,Khorixas,NA,2021-10-23 17:26:30,-20.3667,14.9667,77.95,11,0,12.93
275,Hamilton,US,2021-10-23 17:25:54,39.1834,-84.5333,61.65,68,20,1.99
276,Palmar,CR,2021-10-23 17:26:30,9.8728,-84.4553,87.76,69,73,4.41
277,Tazovskiy,RU,2021-10-23 17:26:31,67.4667,78.7,27.91,97,97,10.65
278,Santa Cruz De La Palma,ES,2021-10-23 17:26:31,28.6835,-17.7642,71.13,88,75,10.36
279,Matay,EG,2021-10-23 17:26:31,28.419,30.7792,75.94,36,0,12.17
280,Ulaanbaatar,MN,2021-10-23 17:26:32,47.9077,106.8832,15.93,73,0,0.0
281,Benghazi,LY,2021-10-23 17:26:32,32.1167,20.0667,77.95,47,11,6.89
282,Itaituba,BR,2021-10-23 17:26:33,-4.2761,-55.9836,89.76,66,40,5.75
283,Quesnel,CA,2021-10-23 17:26:33,52.9999,-122.5029,39.7,93,20,6.91
284,Lipin Bor,RU,2021-10-23 17:26:33,60.2622,37.9763,37.89,97,100,6.85
285,Kashi,CN,2021-10-23 17:26:34,39.4547,75.9797,45.61,23,2,8.95
286,Saint-Denis,FR,2021-10-23 17:26:34,48.9167,2.3333,54.37,67,90,6.91
287,Praia Da Vitoria,PT,2021-10-23 17:26:34,38.7333,-27.0667,71.85,73,20,13.29
288,Waterloo,CA,2021-10-23 17:26:35,43.4668,-80.5164,48.72,69,20,3.0
289,Emirdag,TR,2021-10-23 17:26:35,39.0197,31.15,57.88,40,0,2.01
290,Inhambane,MZ,2021-10-23 17:26:35,-23.865,35.3833,74.82,82,0,17.69
291,Ayagoz,KZ,2021-10-23 17:26:36,47.9714,80.4392,36.84,51,67,14.94
292,Kavaratti,IN,2021-10-23 17:26:36,10.5669,72.642,81.99,76,75,3.69
293,Gorontalo,ID,2021-10-23 17:26:37,0.5412,123.0595,74.93,92,99,2.26
294,Ternate,ID,2021-10-23 17:26:37,0.8,127.4,80.42,77,82,1.36
295,Saint-Georges,GD,2021-10-23 17:24:08,12.0564,-61.7485,87.48,66,20,19.57
296,Aykhal,RU,2021-10-23 17:26:37,66.0,111.5,22.5,93,75,19.6
297,Comodoro Rivadavia,AR,2021-10-23 17:26:38,-45.8667,-67.5,64.26,14,20,23.02
298,Cabo Rojo,PR,2021-10-23 17:26:38,18.0866,-67.1457,89.73,60,57,15.17
299,Asau,RO,2021-10-23 17:26:38,46.4333,26.4,49.95,63,6,4.83
300,Obo,CF,2021-10-23 17:26:39,5.3998,26.4869,75.54,80,86,0.43
301,Halifax,CA,2021-10-23 17:26:39,44.6453,-63.5724,65.41,94,100,1.99
302,Bandarbeyla,SO,2021-10-23 17:26:39,9.4942,50.8122,78.64,77,8,10.8
303,Eydhafushi,MV,2021-10-23 17:26:40,5.1033,73.0708,82.78,73,71,15.28
304,Ila,NO,2021-10-23 17:26:40,63.4305,10.3705,42.96,85,98,6.04
305,Tupancireta,BR,2021-10-23 17:26:40,-29.0806,-53.8358,62.02,98,100,4.79
306,Willmar,US,2021-10-23 17:22:31,45.1219,-95.0433,47.28,57,19,9.08
307,Ntcheu,MW,2021-10-23 17:26:41,-14.8203,34.6359,78.69,38,74,1.83
308,Kalmunai,LK,2021-10-23 17:26:41,7.4167,81.8167,79.81,79,53,3.27
309,Khani,GE,2021-10-23 17:26:42,41.9563,42.9566,40.57,79,0,3.67
310,Tartagal,AR,2021-10-23 17:26:42,-22.5164,-63.8013,95.4,28,55,12.8
311,La Libertad,EC,2021-10-23 17:26:42,-2.2333,-80.9,74.86,78,75,6.91
312,Cockburn Town,TC,2021-10-23 17:26:42,21.4612,-71.1419,83.28,66,33,18.07
313,Taltal,CL,2021-10-23 17:26:43,-25.4,-70.4833,61.12,69,5,6.73
314,Damietta,EG,2021-10-23 17:26:43,31.4165,31.8133,73.29,59,0,10.22
315,Esperance,AU,2021-10-23 17:26:44,-33.8667,121.9,51.64,70,1,17.9
316,Baykit,RU,2021-10-23 17:26:44,61.67,96.37,33.55,86,99,10.11
317,Kolyvan,RU,2021-10-23 17:26:44,55.3053,82.7391,43.05,74,100,19.93
318,Majene,ID,2021-10-23 17:26:44,-3.5403,118.9707,79.12,83,98,1.39
319,Bakchar,RU,2021-10-23 17:26:45,57.0186,82.0711,43.72,83,100,13.58
320,Sechura,PE,2021-10-23 17:26:45,-5.5569,-80.8222,74.35,62,100,7.16
321,Alakurtti,RU,2021-10-23 17:26:46,66.9672,30.3491,19.63,95,100,3.15
322,Omsukchan,RU,2021-10-23 17:26:46,62.5333,155.8,1.11,91,100,2.84
323,Chernyshevskiy,RU,2021-10-23 17:26:47,63.0128,112.4714,31.15,80,100,12.62
324,Ilebo,CD,2021-10-23 17:26:47,-4.3167,20.5833,77.02,76,67,2.86
325,Le Moule,GP,2021-10-23 17:26:47,16.3332,-61.3473,87.84,66,18,16.84
326,Kropotkin,RU,2021-10-23 17:26:48,45.4375,40.5756,57.79,62,98,6.98
327,Zhanaozen,KZ,2021-10-23 17:26:48,43.3,52.8,55.2,18,0,13.94
328,Altay,CN,2021-10-23 17:26:48,47.8667,88.1167,27.32,65,50,5.93
329,Itoman,JP,2021-10-23 17:26:49,26.1247,127.6694,73.42,60,75,9.22
330,Sisimiut,GL,2021-10-23 17:26:49,66.9395,-53.6735,22.89,93,100,13.51
331,Calvia,ES,2021-10-23 17:26:49,39.5657,2.5062,63.91,46,72,8.9
332,Ayorou,NE,2021-10-23 17:26:50,14.7308,0.9174,97.12,26,62,10.07
333,Saldanha,ZA,2021-10-23 17:25:58,-33.0117,17.9442,60.85,75,18,8.48
334,Palomares,MX,2021-10-23 17:26:50,17.15,-95.0667,82.36,72,99,3.96
335,Jonava,LT,2021-10-23 17:26:51,55.0833,24.2833,42.85,84,0,4.0
336,Ewa Beach,US,2021-10-23 17:22:52,21.3156,-158.0072,77.02,71,1,5.75
337,Hami,CN,2021-10-23 17:26:51,42.8,93.45,50.34,39,100,6.04
338,Yidu,CN,2021-10-23 17:26:51,24.1614,115.1328,56.91,87,89,2.66
339,Moirang,IN,2021-10-23 17:26:52,24.5,93.7667,62.89,91,46,1.01
340,Zwettl,AT,2021-10-23 17:26:52,48.6,15.1667,45.54,72,40,4.12
341,Codrington,AU,2021-10-23 17:26:53,-38.2667,141.9667,49.44,86,17,12.64
342,Bertinoro,IT,2021-10-23 17:26:53,44.1469,12.1389,61.97,87,40,1.14
343,Ossora,RU,2021-10-23 17:26:53,59.2353,163.0719,22.84,88,97,5.17
344,Berlevag,NO,2021-10-23 17:26:54,70.8578,29.0864,35.28,70,100,17.87
345,Bandar-E Lengeh,IR,2021-10-23 17:26:54,26.5579,54.8807,82.51,65,0,4.61
346,Malmesbury,ZA,2021-10-23 17:26:55,-33.4608,18.7271,60.76,72,48,5.7
347,Vestmannaeyjar,IS,2021-10-23 17:26:55,63.4427,-20.2734,47.39,87,75,9.22
348,Verkhnyaya Khava,RU,2021-10-23 17:26:55,51.8404,39.9413,48.27,55,60,8.81
349,Hay River,CA,2021-10-23 17:26:56,60.8156,-115.7999,40.98,75,75,10.36
350,Yerbogachen,RU,2021-10-23 17:26:56,61.2767,108.0108,32.4,79,94,11.39
351,Cuauhtemoc,MX,2021-10-23 17:26:56,28.4167,-106.8667,66.72,22,1,8.68
352,Ilulissat,GL,2021-10-23 17:26:56,69.2167,-51.1,19.42,79,90,21.85
353,Howard Springs,AU,2021-10-23 17:26:57,-12.497,131.047,75.11,79,6,2.62
354,Flin Flon,CA,2021-10-23 17:26:57,54.7682,-101.865,37.24,93,90,8.05
355,Gat,IL,2021-10-23 17:26:57,31.61,34.7642,72.81,100,0,8.1
356,Oranjemund,NA,2021-10-23 17:26:58,-28.55,16.4333,59.61,75,11,13.78
357,Arvika,SE,2021-10-23 17:25:15,59.6553,12.5852,38.1,71,55,3.18
358,Puerto Escondido,MX,2021-10-23 17:26:58,15.85,-97.0667,76.03,73,90,6.91
359,Santa Rosa De Cabal,CO,2021-10-23 17:26:59,4.8681,-75.6214,65.82,88,40,6.91
360,Eureka,US,2021-10-23 17:26:59,40.8021,-124.1637,57.92,77,100,8.99
361,Kursenai,LT,2021-10-23 17:26:59,55.985,22.9189,41.25,82,88,13.2
362,Kozhva,RU,2021-10-23 17:27:00,65.1073,57.0459,27.52,90,96,9.66
363,Asuncion Nochixtlan,MX,2021-10-23 17:27:00,17.4667,-97.2333,60.15,84,98,4.83
364,Tagbac,PH,2021-10-23 17:27:00,7.089,125.1567,73.72,96,100,0.09
365,Nauta,PE,2021-10-23 17:23:56,-4.5061,-73.5757,93.74,45,82,4.59
366,Samarai,PG,2021-10-23 17:27:01,-10.6167,150.6667,80.37,83,98,12.28
367,La Ronge,CA,2021-10-23 17:27:01,55.1001,-105.2842,35.85,75,90,14.97
368,Kapiri Mposhi,ZM,2021-10-23 17:27:02,-13.9652,28.6809,81.97,24,75,3.87
369,Camden,US,2021-10-23 17:25:18,39.7835,-74.9663,63.66,69,92,4.74
370,Wanaka,NZ,2021-10-23 17:27:03,-44.7,169.15,56.1,72,100,1.01
371,Kaka,TM,2021-10-23 17:23:52,37.3482,59.6143,55.29,16,0,7.11
372,Illapel,CL,2021-10-23 17:27:03,-31.6308,-71.1653,71.44,35,1,7.31
373,Aden,YE,2021-10-23 17:27:03,12.7794,45.0367,84.34,64,15,8.01
374,Skjervoy,NO,2021-10-23 17:27:04,70.0311,20.9714,36.7,59,100,9.08
375,Roald,NO,2021-10-23 17:27:04,62.5833,6.1333,47.34,61,75,4.61
376,Malatya,TR,2021-10-23 17:27:05,38.5,38.0,46.45,37,0,5.75
377,Digby,CA,2021-10-23 17:27:05,44.6169,-65.7655,64.69,80,100,5.12
378,Tieling,CN,2021-10-23 17:27:05,42.2931,123.8414,48.92,61,0,5.77
379,Catamarca,AR,2021-10-23 17:27:06,-28.4696,-65.7852,81.05,45,0,13.0
380,Qixingtai,CN,2021-10-23 17:27:06,30.4135,111.8874,54.39,56,6,5.66
381,Simoes,BR,2021-10-23 17:27:07,-7.5989,-40.8178,88.63,41,92,0.85
382,Russell,US,2021-10-23 17:27:07,32.3502,-85.1999,72.99,49,1,0.0
383,Rauma,FI,2021-10-23 17:27:07,61.1272,21.5113,32.04,73,56,11.99
384,Honiara,SB,2021-10-23 17:27:08,-9.4333,159.95,76.21,83,10,3.98
385,King City,US,2021-10-23 17:27:08,36.2127,-121.126,60.42,64,74,2.39
386,Bowen,AU,2021-10-23 17:27:09,-20.0167,148.2333,71.82,76,35,8.08
387,Ostersund,SE,2021-10-23 17:27:09,63.1792,14.6357,36.05,93,75,13.8
388,Brae,GB,2021-10-23 17:27:09,60.3964,-1.353,51.71,91,100,24.81
389,Te Anau,NZ,2021-10-23 17:27:10,-45.4167,167.7167,49.96,95,100,0.34
390,Thunder Bay,CA,2021-10-23 17:27:10,48.4001,-89.3168,48.56,67,75,12.66
391,Sept-Iles,CA,2021-10-23 17:27:10,50.2001,-66.3821,49.05,98,90,5.01
392,Mongo,TD,2021-10-23 17:27:11,12.1844,18.693,90.19,31,18,5.64
393,Todos Santos,MX,2021-10-23 17:27:11,23.45,-110.2167,86.11,72,39,6.78
394,Chapais,CA,2021-10-23 17:27:11,49.7834,-74.8492,35.38,61,97,4.41
395,Northfield,US,2021-10-23 17:27:12,44.4583,-93.1616,50.14,62,1,1.99
396,Port Macquarie,AU,2021-10-23 17:27:12,-31.4333,152.9167,64.89,95,21,4.9
397,Kavieng,PG,2021-10-23 17:27:13,-2.5744,150.7967,82.13,77,70,15.86
398,Abu Samrah,SY,2021-10-23 17:27:13,35.3029,37.1841,71.06,43,0,8.23
399,Gaffney,US,2021-10-23 17:27:13,35.0718,-81.6498,73.96,44,0,2.66
400,Yanji,CN,2021-10-23 17:27:14,42.9075,129.5078,37.83,66,0,3.58
401,Lokosovo,RU,2021-10-23 17:27:14,61.1333,74.8167,43.18,88,97,12.41
402,Gambissara,SN,2021-10-23 17:27:14,13.2382,-14.3108,87.08,42,71,8.03
403,Srandakan,ID,2021-10-23 17:27:15,-7.9386,110.2506,77.97,86,100,4.54
404,Sola,VU,2021-10-23 17:27:15,-13.8833,167.55,81.0,76,19,15.93
405,Hasaki,JP,2021-10-23 17:27:15,35.7333,140.8333,39.6,55,0,14.32
406,Enniscorthy,IE,2021-10-23 17:27:16,52.5008,-6.5578,56.71,82,100,20.85
407,Nemuro,JP,2021-10-23 17:27:16,43.3236,145.575,44.04,74,32,10.89
408,Valencia,ES,2021-10-23 17:25:34,39.3333,-0.8333,63.01,65,43,4.59
409,Rajapur,IN,2021-10-23 17:27:16,25.3833,81.15,76.17,53,0,4.25
410,Tadine,NC,2021-10-23 17:27:17,-21.55,167.8833,71.53,87,7,10.98
411,Myitkyina,MM,2021-10-23 17:27:17,25.3833,97.4,70.56,89,0,1.57
412,Ustka,PL,2021-10-23 17:27:17,54.5805,16.8619,46.53,66,15,13.06
413,Burlatskoye,RU,2021-10-23 17:27:18,45.0564,43.635,58.86,40,2,4.03
414,Adwa,ET,2021-10-23 17:27:18,14.1646,38.8955,66.56,47,21,13.8
415,Dingle,PH,2021-10-23 17:27:19,10.9995,122.6711,74.61,95,100,5.86
416,Talara,PE,2021-10-23 17:27:19,-4.5772,-81.2719,71.31,73,100,15.1
417,Dinguiraye,GN,2021-10-23 17:27:19,11.3,-10.7167,82.15,69,87,4.52
418,Mackay,AU,2021-10-23 17:25:27,-21.15,149.2,76.98,83,90,10.36
419,Magistralnyy,RU,2021-10-23 17:27:20,56.1725,107.4458,34.07,94,100,1.3
420,Kernersville,US,2021-10-23 17:22:53,36.1199,-80.0736,69.12,52,20,0.0
421,Saint-Joseph,RE,2021-10-23 17:27:20,-21.3667,55.6167,74.46,80,76,6.04
422,Rawson,AR,2021-10-23 17:23:34,-43.3002,-65.1023,57.94,28,2,10.29
423,Banyo,CM,2021-10-23 17:27:21,6.75,11.8167,67.75,91,69,1.14
424,Synya,RU,2021-10-23 17:27:21,65.3718,58.0387,27.28,94,98,7.74
425,Bangangte,CM,2021-10-23 17:27:21,5.1409,10.5198,63.37,96,86,1.14
426,Santa Maria Del Oro,MX,2021-10-23 17:27:22,25.9333,-105.3667,72.9,30,0,7.09
427,Carahue,CL,2021-10-23 17:27:22,-38.7,-73.1667,53.8,67,100,2.37
428,Sarangani,PH,2021-10-23 17:27:22,5.4033,125.4636,82.42,76,100,11.21
429,Sibolga,ID,2021-10-23 17:27:23,1.7427,98.7792,77.83,89,95,2.44
430,Dalvik,IS,2021-10-23 17:27:23,65.9702,-18.5286,37.33,98,100,4.52
431,Sakakah,SA,2021-10-23 17:27:23,29.9697,40.2064,80.17,27,3,10.8
432,Vila Nova De Milfontes,PT,2021-10-23 17:27:24,37.7238,-8.7828,65.25,53,58,8.41
433,Praya,CV,2021-10-23 17:23:53,14.9215,-23.5087,86.54,51,0,16.11
434,Oyon,PE,2021-10-23 17:27:24,-10.6681,-76.7731,64.17,24,94,6.08
435,Teluknaga,ID,2021-10-23 17:27:25,-6.0989,106.6381,80.19,88,20,5.01
436,Yinchuan,CN,2021-10-23 17:27:25,38.4681,106.2731,51.62,47,0,2.51
437,Perelyub,RU,2021-10-23 17:27:26,51.8667,50.3667,54.88,70,100,8.55
438,Nouadhibou,MR,2021-10-23 17:27:26,20.931,-17.0347,68.97,80,0,23.51
439,Hargeysa,SO,2021-10-23 17:27:26,9.56,44.065,69.57,70,7,12.19
440,Morros,BR,2021-10-23 17:24:22,-9.4467,-46.3003,85.48,52,88,4.79
441,Tambacounda,SN,2021-10-23 17:27:27,13.7539,-13.7586,95.05,46,75,4.61
442,Biak,ID,2021-10-23 17:27:27,-0.9131,122.8766,76.21,78,97,3.69
443,Darab,IR,2021-10-23 17:27:27,28.7519,54.5444,71.78,28,0,2.64
444,Trat,TH,2021-10-23 17:27:28,12.5,102.5,81.99,92,100,7.14
445,Henties Bay,NA,2021-10-23 17:27:28,-22.116,14.2845,62.85,78,0,15.55
446,Balkanabat,TM,2021-10-23 17:27:29,39.5108,54.3671,62.4,17,0,10.87
447,Strezhevoy,RU,2021-10-23 17:27:29,60.7333,77.5889,44.58,88,100,14.32
448,Teeli,RU,2021-10-23 17:27:29,51.0333,90.2333,29.59,86,21,1.7
449,Talnakh,RU,2021-10-23 17:27:30,69.4865,88.3972,22.26,96,100,7.09
450,Belmonte,BR,2021-10-23 17:27:30,-15.8631,-38.8828,78.8,89,100,10.54
451,Kongolo,CD,2021-10-23 17:27:30,-5.3833,27.0,79.0,65,66,3.27
452,Faanui,PF,2021-10-23 17:27:31,-16.4833,-151.75,77.14,75,87,3.24
453,Tavda,RU,2021-10-23 17:27:31,58.0425,65.2726,43.18,73,62,12.82
454,Camacha,PT,2021-10-23 17:27:32,33.0833,-16.3333,69.53,64,40,11.5
455,Mitu,CO,2021-10-23 17:27:32,1.1983,-70.1733,87.01,65,76,3.42
456,Padang,ID,2021-10-23 17:27:32,-0.9492,100.3543,77.05,90,70,3.8
457,Abay,KZ,2021-10-23 17:27:32,49.6311,72.8539,43.18,57,7,19.13
458,Paamiut,GL,2021-10-23 17:27:33,61.994,-49.6678,32.16,48,15,21.52
459,Lata,PT,2021-10-23 17:27:33,40.1629,-8.3327,67.05,45,99,3.44
460,North Bend,US,2021-10-23 17:27:33,43.4065,-124.2243,54.91,97,90,0.0
461,Abengourou,CI,2021-10-23 17:27:34,6.7297,-3.4964,77.68,95,68,3.0
462,Isangel,VU,2021-10-23 17:27:34,-19.55,169.2667,75.16,87,85,10.98
463,Coaticook,CA,2021-10-23 17:27:34,45.1334,-71.7991,46.81,57,97,4.41
464,Valparaiso,CL,2021-10-23 17:27:35,-33.0393,-71.6273,71.83,47,0,10.36
465,Banda Aceh,ID,2021-10-23 17:27:35,5.5577,95.3222,79.74,81,96,2.82
466,Bougouni,ML,2021-10-23 17:23:37,11.417,-7.479,80.65,70,88,3.96
467,Koceljeva,RS,2021-10-23 17:27:35,44.4736,19.8117,49.6,81,100,3.62
468,Plettenberg Bay,ZA,2021-10-23 17:23:40,-34.0527,23.3716,57.49,79,44,13.67
469,Fayaoue,NC,2021-10-23 17:27:36,-20.65,166.5333,75.42,76,42,18.01
470,Werda,BW,2021-10-23 17:27:36,-25.2667,23.2833,73.11,19,0,12.71
471,Lebedinyy,RU,2021-10-23 17:27:36,58.5167,125.5167,26.64,85,98,8.97
472,Alexandria,EG,2021-10-23 17:23:06,31.2156,29.9553,71.56,60,40,9.22
473,Leh,IN,2021-10-23 17:27:37,34.1667,77.5833,32.4,86,100,2.84
474,Kieta,PG,2021-10-23 17:27:37,-6.2167,155.6333,78.42,82,7,3.15
475,Port Keats,AU,2021-10-23 17:27:38,-14.25,129.55,79.95,83,84,6.82
476,Pangody,RU,2021-10-23 17:27:38,65.85,74.4859,31.95,99,100,7.29
477,Teahupoo,PF,2021-10-23 17:27:38,-17.8333,-149.2667,69.76,86,100,6.73
478,Gander,CA,2021-10-23 17:27:20,48.9682,-54.5906,57.58,100,90,0.0
479,Laguna,US,2021-10-23 17:27:39,38.421,-121.4238,64.11,81,75,4.0
480,Nanakuli,US,2021-10-23 17:27:39,21.3906,-158.1547,77.04,73,1,5.75
481,Kemijarvi,FI,2021-10-23 17:27:40,66.7131,27.4306,22.21,97,100,2.57
482,Pakokku,MM,2021-10-23 17:27:40,21.3333,95.1,78.55,81,82,2.35
483,Atar,MR,2021-10-23 17:27:40,20.5169,-13.0499,94.8,9,3,4.32
484,Mehran,IR,2021-10-23 17:27:41,33.1222,46.1646,71.08,19,0,10.18
485,Svetlogorsk,BY,2021-10-23 17:27:41,52.6333,29.7333,43.41,70,86,12.53
486,Kungurtug,RU,2021-10-23 17:27:42,50.5994,97.5228,29.39,64,81,1.54
487,Gallup,US,2021-10-23 17:27:42,35.5281,-108.7426,57.96,38,1,5.99
488,Bom Jesus,BR,2021-10-23 17:27:42,-9.0744,-44.3586,85.71,61,63,7.9
489,Karasjok,NO,2021-10-23 17:27:43,69.4719,25.5112,28.51,82,100,6.44
490,Abnub,EG,2021-10-23 17:27:43,27.2696,31.1511,80.82,37,16,15.32
491,Aguimes,ES,2021-10-23 17:27:43,27.9054,-15.4461,70.66,66,40,18.41
492,Monrovia,LR,2021-10-23 17:27:44,6.3005,-10.7969,80.73,78,64,9.1
493,Dakar,SN,2021-10-23 17:27:44,14.6937,-17.4441,92.28,62,0,9.22
494,Kailaras,IN,2021-10-23 17:27:45,26.3167,77.6167,74.01,58,0,3.56
495,Provideniya,RU,2021-10-23 17:27:45,64.3833,-173.3,23.07,78,100,8.72
496,Hastings,GB,2021-10-23 17:27:45,50.8552,0.5729,56.91,69,57,12.66
497,Kurilsk,RU,2021-10-23 17:27:46,45.2333,147.8833,44.33,66,84,13.42
498,Tobol,KZ,2021-10-23 17:27:46,52.6844,62.5794,50.86,72,100,14.14
499,Gerash,IR,2021-10-23 17:27:47,27.6652,54.1371,77.14,57,2,5.79
500,Broome,US,2021-10-23 17:27:47,42.2506,-75.833,50.9,73,90,3.0
501,Brigantine,US,2021-10-23 17:26:09,39.4101,-74.3646,65.01,73,75,4.61
502,Mount Gambier,AU,2021-10-23 17:27:47,-37.8333,140.7667,46.31,93,75,5.75
503,Arona,ES,2021-10-23 17:24:35,28.0996,-16.681,68.83,61,75,20.71
504,Chifeng,CN,2021-10-23 17:27:21,42.2683,118.9636,41.47,48,0,6.04
505,Kutum,SD,2021-10-23 17:27:48,14.2,24.6667,83.12,21,10,10.22
506,Aranda De Duero,ES,2021-10-23 17:27:48,41.6704,-3.6892,55.31,33,0,4.59
507,Forchheim,DE,2021-10-23 17:27:48,49.7175,11.0588,47.28,67,76,2.93
508,Suntar,RU,2021-10-23 17:27:49,62.1444,117.6319,37.98,87,100,10.2
509,Dosso,NE,2021-10-23 17:27:49,13.049,3.1937,92.37,38,79,7.56
510,Togur,RU,2021-10-23 17:27:50,58.3631,82.8265,43.12,89,100,15.61
511,Bykovo,RU,2021-10-23 17:27:50,55.6361,38.0803,44.96,70,40,2.24
512,Carutapera,BR,2021-10-23 17:27:51,-1.195,-46.02,86.32,64,96,7.14
513,Mogwase,ZA,2021-10-23 17:27:51,-25.185,27.2665,84.45,8,0,14.36
514,Onguday,RU,2021-10-23 17:27:51,50.75,86.15,31.91,54,72,4.23
515,Lufilufi,WS,2021-10-23 17:27:52,-13.8745,-171.5986,76.78,70,100,16.69
516,Beringovskiy,RU,2021-10-23 17:27:52,63.05,179.3167,10.94,77,29,10.69
517,Tabanan,ID,2021-10-23 17:27:53,-8.5413,115.1252,77.4,82,87,1.63
518,Ivybridge,GB,2021-10-23 17:27:53,50.3904,-3.9191,55.85,78,94,15.97
519,Zhezkazgan,KZ,2021-10-23 17:27:53,47.8043,67.7144,45.61,41,11,9.75
520,Datong,CN,2021-10-23 17:27:54,40.0936,113.2914,44.02,45,23,3.94
521,Ust-Uda,RU,2021-10-23 17:27:54,54.1742,103.0304,34.72,90,100,2.73
522,La Canada Flintridge,US,2021-10-23 17:27:54,34.1992,-118.1879,65.37,85,90,1.01
523,Llata,PE,2021-10-23 17:23:08,-9.4167,-76.7833,69.67,39,82,10.71
524,Namtsy,RU,2021-10-23 17:27:55,62.7161,129.6658,17.71,97,97,2.75
525,Saint Cloud,US,2021-10-23 17:27:55,45.5608,-94.1625,48.04,65,1,1.01
526,Luderitz,NA,2021-10-23 17:27:55,-26.6481,15.1594,63.05,66,28,19.3
527,Sovetskiy,RU,2021-10-23 17:27:56,61.3614,63.5842,39.04,77,85,13.33
528,Ponta Delgada,PT,2021-10-23 17:27:56,37.7333,-25.6667,72.32,64,20,11.5
529,Nome,US,2021-10-23 17:27:56,64.5011,-165.4064,30.27,74,90,8.05
530,Chisinau,MD,2021-10-23 17:27:57,47.0056,28.8575,54.93,59,0,7.0
531,Vila Franca Do Campo,PT,2021-10-23 17:27:57,37.7167,-25.4333,72.01,73,53,6.24
532,Caravelas,BR,2021-10-23 17:27:57,-17.7125,-39.2481,79.86,67,69,9.28
533,Harnosand,SE,2021-10-23 17:27:58,62.6323,17.9379,30.0,65,53,4.18
534,Komsomolskiy,UZ,2021-10-23 17:27:58,40.4272,71.7189,45.82,60,1,6.91
535,Cuamba,MZ,2021-10-23 17:27:58,-14.8031,36.5372,86.99,25,15,5.21
536,Bela,IN,2021-10-23 17:27:58,25.9333,81.9833,74.62,59,0,4.07
537,Magadan,RU,2021-10-23 17:27:59,59.5667,150.8,23.95,74,94,11.81
538,Sitka,US,2021-10-23 17:27:59,57.0531,-135.33,48.09,66,75,9.22
539,Olinda,BR,2021-10-23 17:27:59,-8.0089,-34.8553,85.73,66,40,10.36
540,Pilar,BR,2021-10-23 17:28:00,-9.5972,-35.9567,89.53,54,94,12.91
541,Calbuco,CL,2021-10-23 17:28:00,-41.768,-73.1273,58.21,80,97,8.61
542,Paszto,HU,2021-10-23 17:28:01,47.9202,19.6983,45.23,55,20,5.57
543,Salalah,OM,2021-10-23 17:27:44,17.0151,54.0924,78.89,78,0,2.3
544,Limoeiro Do Ajuru,BR,2021-10-23 17:28:01,-1.8953,-49.3806,88.57,56,98,6.06
545,Walvis Bay,NA,2021-10-23 17:28:02,-22.9575,14.5053,63.09,76,0,24.36
546,Jarabacoa,DO,2021-10-23 17:28:03,19.1218,-70.6422,83.48,50,11,8.68
547,Keti Bandar,PK,2021-10-23 17:24:07,24.1447,67.4497,79.59,64,0,17.27
548,Danlugan,PH,2021-10-23 17:28:03,7.8914,123.3728,73.62,94,100,1.16
